user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
WILDCHIMP_F03_WC22_S22__DASTool_bins.concoct.177	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-449;g__UBA3210;s__UBA3210 sp963653535	GCA_963653535.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-449;g__UBA3210;s__UBA3210 sp963653535	97.58	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963623095.1, s__UBA3210 sp963623095, 95.0, 85.49, 0.511; GCA_963648895.1, s__UBA3210 sp963648895, 95.0, 85.91, 0.449; GCA_963610315.1, s__UBA3210 sp963610315, 95.0, 91.36, 0.848	N/A	N/A	N/A	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.concoct.285	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	N/A	N/A	N/A	N/A	N/A	GCA_963630875.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__Colicola sp963630875	87.01	0.496	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Colicola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.85	11	0.99148	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.maxbin2.049	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp963656875	GCA_963656875.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp963656875	98.76	0.807	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 85.93, 0.472; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 84.43, 0.373; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 87.05, 0.477; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 86.24, 0.326; GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 82.98, 0.267; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 86.41, 0.427; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 85.59, 0.368; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.91, 0.289; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 87.36, 0.439; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 83.71, 0.291; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 87.12, 0.515; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 85.32, 0.372; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 83.82, 0.309; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 83.85, 0.324; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 84.1, 0.289; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 92.39, 0.749; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 87.57, 0.485; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 84.89, 0.364; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 85.3, 0.395; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 82.94, 0.226; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 86.66, 0.44	N/A	N/A	N/A	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.003	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp963645005	GCA_963645005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp963645005	98.68	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_040096075.1, s__Brotaphodocola faecis, 95.0, 86.49, 0.45; GCF_964246085.1, s__Brotaphodocola sp003480315, 95.0, 85.73, 0.39; GCF_003478505.1, s__Brotaphodocola sp003478505, 95.0, 86.26, 0.404	N/A	N/A	N/A	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.102	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_963642795.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp963642795	86.01	0.467	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963642565.1, s__Cryptobacteroides sp963642565, 95.0, 85.34, 0.408; GCA_963617915.1, s__Cryptobacteroides sp963617915, 95.0, 85.2, 0.351; GCA_963604245.1, s__Cryptobacteroides sp963604245, 95.0, 84.78, 0.365; GCA_000433355.1, s__Cryptobacteroides sp000433355, 95.0, 84.19, 0.313; GCA_963660255.1, s__Cryptobacteroides sp963660255, 95.0, 84.16, 0.232; GCA_963623745.1, s__Cryptobacteroides sp963623745, 95.0, 84.13, 0.339; GCA_963639865.1, s__Cryptobacteroides sp963639865, 95.0, 84.03, 0.404; GCA_934698975.1, s__Cryptobacteroides sp934698975, 95.0, 83.88, 0.289; GCA_963657715.1, s__Cryptobacteroides sp963657715, 95.0, 83.86, 0.317; GCA_900544195.1, s__Cryptobacteroides sp900544195, 95.0, 83.81, 0.292; GCA_934667175.1, s__Cryptobacteroides sp934667175, 95.0, 83.65, 0.298; GCA_934725575.1, s__Cryptobacteroides sp934725575, 95.0, 83.38, 0.295; GCA_002321335.1, s__Cryptobacteroides sp002321335, 95.0, 83.35, 0.271; GCA_002438845.1, s__Cryptobacteroides sp002438845, 95.0, 83.34, 0.274; GCA_963596515.1, s__Cryptobacteroides sp963596515, 95.0, 82.92, 0.218; GCA_002439875.1, s__Cryptobacteroides sp002439875, 95.0, 82.59, 0.268; GCA_002314195.1, s__Cryptobacteroides sp002314195, 95.0, 82.53, 0.233; GCA_963604455.1, s__Cryptobacteroides sp963604455, 95.0, 82.45, 0.203; GCA_002297815.1, s__Cryptobacteroides sp002297815, 95.0, 82.03, 0.195; GCA_000431015.1, s__Cryptobacteroides sp000431015, 95.0, 82.0, 0.249; GCA_934725285.1, s__Cryptobacteroides sp934725285, 95.0, 81.9, 0.173; GCA_002437305.1, s__Cryptobacteroides sp002437305, 95.0, 81.46, 0.218	93.73	11	0.99211	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.124	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.22	11	0.95083	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.148	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp963641955	GCA_963641955.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp963641955	97.11	0.85	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_934481445.1, s__CAG-115 sp934481445, 95.0, 94.63, 0.786	N/A	N/A	N/A	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.160	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__	N/A	N/A	N/A	N/A	N/A	GCA_963618265.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp963618265	88.88	0.695	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963600285.1, s__Flexilinea sp963600285, 95.0, 84.75, 0.318; GCA_963643375.1, s__Flexilinea sp963643375, 95.0, 83.6, 0.34	91.2	11	0.99388	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.178_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp963641405	GCA_963641405.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp963641405	97.34	0.856	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963586665.1, s__Agathobacter sp963586665, 95.0, 90.45, 0.586	N/A	N/A	N/A	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963635115	GCA_963635115.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963635115	98.21	0.914	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022769825.1, s__Prevotella sp002299635, 95.0, 84.83, 0.512; GCA_963660075.1, s__Prevotella sp963660075, 95.0, 86.36, 0.54; GCA_963593695.1, s__Prevotella sp963593695, 95.0, 86.87, 0.536; GCA_036751585.1, s__Prevotella sp036751585, 95.0, 85.83, 0.476; GCA_036743855.1, s__Prevotella sp036743855, 95.0, 86.13, 0.439; GCA_963599465.1, s__Prevotella sp963599465, 95.0, 85.33, 0.439; GCA_963588155.1, s__Prevotella sp963588155, 95.0, 86.94, 0.514	N/A	N/A	N/A	N/A
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.211	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	N/A	N/A	N/A	N/A	N/A	GCA_963655775.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__UBA4951 sp963655775	93.88	0.893	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__UBA4951;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963611905.1, s__UBA4951 sp963611905, 95.0, 88.33, 0.687; GCA_963657245.1, s__UBA4951 sp963657245, 95.0, 83.18, 0.373	88.2	11	0.9987	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.249	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1739;s__	N/A	N/A	N/A	N/A	N/A	GCA_963640885.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1739;s__UBA1739 sp963640885	89.45	0.618	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1739;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	94.56	11	0.98173	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F03_WC22_S22__DASTool_bins.metabat2.266	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963635025.1, s__Senegalimassilia sp963635025, 95.0, 85.89, 0.252; GCA_963633085.1, s__Senegalimassilia sp963633085, 95.0, 85.09, 0.248; GCA_963613135.1, s__Senegalimassilia sp963613135, 95.0, 84.1, 0.273; GCA_963604235.1, s__Senegalimassilia sp963604235, 95.0, 83.54, 0.167; GCA_963639885.1, s__Senegalimassilia sp963639885, 95.0, 83.01, 0.179; GCA_963627055.1, s__Senegalimassilia sp963627055, 95.0, 82.82, 0.166	88.8	11	0.96927	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.004	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	N/A	N/A	N/A	N/A	N/A	GCA_963600815.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__Enterosoma sp963600815	93.45	0.871	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__Enterosoma;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963612025.1, s__Enterosoma sp963612025, 95.0, 86.73, 0.67; GCA_963660905.1, s__Enterosoma sp963660905, 95.0, 86.65, 0.636	89.26	11	0.99894	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.006	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__	N/A	N/A	N/A	N/A	N/A	GCA_963648855.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__UMGS124 sp963648855	94.53	0.734	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963619535.1, s__UMGS124 sp963619535, 95.0, 89.12, 0.459; GCA_934662525.1, s__UMGS124 sp934662525, 95.0, 85.21, 0.189; GCA_934654475.1, s__UMGS124 sp934654475, 95.0, 84.62, 0.309; GCA_934636245.1, s__UMGS124 sp934636245, 95.0, 84.2, 0.199; GCA_900539345.1, s__UMGS124 sp900539345, 95.0, 83.99, 0.214; GCA_902464015.1, s__UMGS124 sp902464015, 95.0, 83.59, 0.19; GCA_019420325.1, s__UMGS124 sp019420325, 95.0, 83.26, 0.177	92.67	11	0.99862	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.008	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter soli	GCF_001654845.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter soli	95.82	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_023425455.1, s__Enterobacter sp023425455, 95.0, 86.53, 0.454; GCF_026344075.1, s__Enterobacter nematophilus, 95.0, 87.89, 0.556; GCF_013927005.1, s__Enterobacter sp013927005, 95.0, 94.67, 0.85; GCA_023023105.1, s__Enterobacter cloacae_I, 95.0, 88.26, 0.544; GCF_900324475.1, s__Enterobacter bugandensis, 95.46, 88.0, 0.566; GCF_003594915.1, s__Enterobacter chuandaensis, 95.0, 88.17, 0.556; GCF_007035645.1, s__Enterobacter asburiae_B, 97.01, 88.33, 0.573; GCF_041399425.1, s__Enterobacter sp913778545, 95.0, 87.04, 0.483; GCA_011754535.1, s__Enterobacter cloacae_N, 95.0, 87.91, 0.556; GCF_001984825.2, s__Enterobacter chengduensis, 95.0, 87.92, 0.548; GCF_918797525.1, s__Enterobacter sp918797525, 95.0, 86.65, 0.435; GCF_001729785.1, s__Enterobacter hormaechei_C, 95.0, 87.57, 0.535; GCF_001750725.1, s__Enterobacter ludwigii, 95.0, 87.86, 0.562; GCF_002939185.1, s__Enterobacter sichuanensis, 95.0, 87.87, 0.542; GCF_013782625.1, s__RHBSTW-00994 sp013782625, 95.0, 86.98, 0.506; GCF_011078175.1, s__Enterobacter cloacae_Q, 95.0, 87.34, 0.525; GCF_026420145.1, s__Enterobacter pseudoroggenkampii, 95.0, 88.36, 0.573; GCF_008364625.2, s__Enterobacter dykesii, 96.5, 88.05, 0.558; GCF_001521715.1, s__Enterobacter asburiae, 95.26, 88.34, 0.55; GCF_000211415.1, s__Enterobacter mori, 95.0, 88.34, 0.575; GCF_028890245.1, s__Enterobacter pasteurii, 95.0, 87.34, 0.512; GCF_019047785.1, s__Enterobacter cancerogenus, 95.0, 87.38, 0.528; GCF_002208095.1, s__Enterobacter cloacae_M, 96.81, 88.34, 0.572; GCF_004331265.1, s__Enterobacter wuhouensis, 95.0, 88.2, 0.59; GCF_040096145.1, s__Enterobacter intestinihominis, 95.72, 87.52, 0.52; GCF_035593345.1, s__Lelliottia sp030238365, 95.0, 86.48, 0.458; GCF_001875655.1, s__Enterobacter hormaechei, 95.0, 87.59, 0.522; GCF_001729765.1, s__Enterobacter kobei, 95.0, 87.68, 0.519; GCF_008364555.1, s__Enterobacter vonholyi, 95.0, 88.05, 0.55; GCF_034008295.1, s__Enterobacter chinensis, 95.0, 88.23, 0.585; GCF_019968765.1, s__Enterobacter sp019968765, 95.21, 88.26, 0.569; GCF_024599655.1, s__Enterobacter asburiae_D, 96.14, 88.4, 0.58; GCF_019718755.1, s__Enterobacter sp019718755, 95.11, 88.49, 0.577; GCF_003057745.1, s__Enterobacter sp003057745, 95.0, 86.93, 0.476; GCF_004115925.1, s__Lelliottia nimipressuralis, 95.0, 86.34, 0.451; GCF_009176645.1, s__Enterobacter oligotrophicus, 95.0, 88.27, 0.568; GCF_008080435.1, s__Enterobacter asburiae_C, 95.01, 88.36, 0.57; GCF_001729805.1, s__Enterobacter roggenkampii, 95.7, 88.02, 0.563; GCF_003594935.2, s__Enterobacter huaxiensis, 95.0, 88.26, 0.595; GCF_004331385.1, s__Enterobacter quasihormaechei, 95.0, 87.5, 0.523; GCF_964208575.1, s__Enterobacter soli_A, 95.0, 88.91, 0.62; GCF_024599795.1, s__Enterobacter dissolvens, 95.01, 88.19, 0.566; GCF_000493015.1, s__Enterobacter sp000493015, 95.0, 88.37, 0.583; GCA_039594245.1, s__Enterobacter sp039594245, 95.0, 87.15, 0.4; GCA_002271215.1, s__Lelliottia jeotgali, 95.0, 86.12, 0.438; GCA_014169315.1, s__Enterobacter cloacae_P, 95.0, 88.33, 0.556; GCF_000025565.1, s__Enterobacter cloacae, 95.0, 88.03, 0.557; GCA_946477805.1, s__Enterobacter sp946477805, 95.0, 87.71, 0.471; GCA_021440515.1, s__Enterobacter asburiae_E, 95.0, 88.46, 0.587; GCF_036903355.1, s__Enterobacter sp036903355, 95.0, 87.99, 0.569; GCF_025244905.1, s__Enterobacter mori_A, 95.2, 88.41, 0.579; GCF_001039365.2, s__Enterobacter quasiroggenkampii, 95.0, 88.16, 0.577; GCF_001022965.1, s__Enterobacter cloacae_L, 95.0, 88.22, 0.585	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.024	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	N/A	N/A	N/A	N/A	N/A	GCA_900753315.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp900753315	93.85	0.85	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	84.29	11	0.9969	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.026	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Vitreoscilla;s__Vitreoscilla stercoraria	GCF_000382305.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Vitreoscilla;s__Vitreoscilla stercoraria	97.17	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.053	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp963650525	GCA_963650525.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp963650525	96.92	0.917	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963639245.1, s__Succinivibrio sp963639245, 95.0, 86.33, 0.463; GCA_963622535.1, s__Succinivibrio sp963622535, 95.0, 87.27, 0.619	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.067	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__Fiminaster sp963612925	GCA_963612925.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__Fiminaster;s__Fiminaster sp963612925	95.68	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.068	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_963586665.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp963586665	94.43	0.705	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963641405.1, s__Agathobacter sp963641405, 95.0, 91.85, 0.662	84.49	11	0.99756	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.074	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp963657675	GCA_963657675.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp963657675	95.16	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963588395.1, s__Phascolarctobacterium_A sp963588395, 95.0, 89.03, 0.57; GCA_963611535.1, s__Phascolarctobacterium_A sp963611535, 95.0, 87.95, 0.646; GCA_963597755.1, s__Phascolarctobacterium_A sp963597755, 95.0, 90.0, 0.677	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.086	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	GCA_963586965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963586965	94.54	0.842	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963657415.1, s__Prevotella sp963657415, 95.0, 84.01, 0.349; GCA_963601795.1, s__Prevotella sp963601795, 95.0, 82.89, 0.355	91.78	11	0.9982	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.089_sub	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp963644495	GCA_963644495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp963644495	98.39	0.892	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_963611035.1, s__Enterocloster sp963611035, 95.0, 93.43, 0.767; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 88.22, 0.464; GCA_963621525.1, s__Enterocloster sp963621525, 95.0, 87.84, 0.599; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 86.88, 0.4; GCA_025758065.1, s__Enterocloster sp900541315, 95.0, 87.11, 0.417	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.090	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963590505	GCA_963590505.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963590505	97.2	0.957	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.098	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__	N/A	N/A	N/A	N/A	N/A	GCA_963658405.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp963658405	94.45	0.847	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963593905.1, s__CAG-791 sp963593905, 95.0, 83.45, 0.289; GCA_963596015.1, s__CAG-791 sp963596015, 95.0, 83.03, 0.299	94.68	11	0.99685	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
WILDCHIMP_F04_WC30_S30__DASTool_bins.concoct.105	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963639385	GCA_963639385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp963639385	95.96	0.91	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
